Fecha,Región,Producto,Categoría,Laboratorio,Canal,Vendedor,Unidades,PrecioUnitario,Ventas,Inventario
2025-03-11,Barranquilla,Acetaminofén MK,Vitaminas,MK,Distribuidor,Ana Gómez,18,3108.65,55955.700000000004,77
2025-03-11,Cartagena,Omeprazol Genfar,Antigripal,MK,Clínica,Juan Méndez,5,21317.61,106588.05,75
2025-03-11,Cali,Gripadol,Antiinflamatorio,Sandoz,Distribuidor,Ana Gómez,2,2225.4,4450.8,78
2025-03-11,Bogotá,Acetaminofén MK,Vitaminas,Sandoz,Hospital,Jorge Ruiz,3,22331.25,66993.75,389
2025-03-11,Medellín,Ibuprofeno Genfar,Antibiótico,Genfar,Distribuidor,Carlos Pérez,11,4236.87,46605.57,317
2025-03-11,Cartagena,Vitamina C MK,Antiinflamatorio,MK,Clínica,Jorge Ruiz,7,19128.64,133900.47999999998,216
2025-03-11,Cartagena,Diclofenaco Pfizer,Analgésico,Sandoz,Hospital,Juan Méndez,15,13641.9,204628.5,289
2025-03-11,Cali,Omeprazol Genfar,Analgésico,Genfar,Hospital,Paula Díaz,14,23060.33,322844.62,199
2025-03-11,Bucaramanga,Gripadol,Antibiótico,Pfizer,Distribuidor,Jorge Ruiz,10,13478.48,134784.8,346
2025-03-11,Cartagena,Omeprazol Genfar,Analgésico,Pfizer,Distribuidor,David Torres,2,20986.1,41972.2,255
2025-03-11,Bogotá,Ibuprofeno Genfar,Antibiótico,Pfizer,Hospital,Laura López,8,16533.0,132264.0,375
2025-03-11,Cali,Vitamina C MK,Antibiótico,Sandoz,Hospital,Camila Castro,15,15641.46,234621.9,490
2025-03-11,Cartagena,Ibuprofeno Genfar,Antibiótico,MK,Distribuidor,Camila Castro,18,17888.61,321994.98,372
2025-03-12,Bogotá,Vitamina C MK,Analgésico,Sandoz,Farmacia,David Torres,2,14816.42,29632.84,276
2025-03-12,Cartagena,Ibuprofeno Genfar,Antiinflamatorio,Genfar,Farmacia,Carlos Pérez,8,20590.34,164722.72,104
2025-03-12,Bucaramanga,Amoxicilina Sandoz,Antibiótico,MK,Distribuidor,Jorge Ruiz,10,5502.16,55021.6,253
2025-03-12,Cartagena,Doloran Forte,Antigripal,Genfar,Clínica,Ana Gómez,0,16026.58,0.0,431
2025-03-12,Barranquilla,Omeprazol Genfar,Analgésico,Pfizer,Distribuidor,Juan Méndez,4,18392.25,73569.0,386
2025-03-12,Barranquilla,Gripadol,Antigripal,MK,Distribuidor,Sofía Ríos,5,19891.59,99457.95,438
2025-03-12,Bogotá,Doloran Forte,Antibiótico,MK,Hospital,Jorge Ruiz,9,15739.83,141658.47,291
2025-03-12,Bucaramanga,Omeprazol Genfar,Antigripal,Sandoz,Clínica,Paula Díaz,9,20370.96,183338.63999999998,128
2025-03-12,Medellín,Gripadol,Antigripal,Pfizer,Clínica,Juan Méndez,2,22863.2,45726.4,186
2025-03-12,Cartagena,Loratadina Pfizer,Vitaminas,MK,Clínica,Sofía Ríos,9,6041.05,54369.450000000004,97
2025-03-12,Bucaramanga,Gripadol,Antiinflamatorio,MK,Hospital,Laura López,2,15075.23,30150.46,333
2025-03-12,Cartagena,Gripadol,Antibiótico,Pfizer,Hospital,Luis Martínez,2,11291.99,22583.98,156
2025-03-12,Cartagena,Gripadol,Antiinflamatorio,MK,Hospital,Camila Castro,6,14394.48,86366.88,104
2025-03-12,Cartagena,Gripadol,Analgésico,MK,Farmacia,Laura López,10,20960.55,209605.5,66
2025-03-12,Cali,Vitamina C MK,Antiinflamatorio,MK,Farmacia,David Torres,5,3844.53,19222.65,395
2025-03-12,Manizales,Ibuprofeno Genfar,Antibiótico,MK,Distribuidor,Camila Castro,13,4582.85,59577.05,353
2025-03-12,Medellín,Doloran Forte,Analgésico,Genfar,Hospital,Ana Gómez,3,17657.31,52971.93000000001,113
2025-03-12,Manizales,Gripadol,Antigripal,Genfar,Distribuidor,Jorge Ruiz,3,8481.58,25444.739999999998,412
2025-03-12,Cali,Gripadol,Antibiótico,Sandoz,Distribuidor,Camila Castro,4,11666.45,46665.8,436
2025-03-12,Medellín,Loratadina Pfizer,Antiinflamatorio,Pfizer,Hospital,Jorge Ruiz,2,7468.21,14936.42,71
2025-03-12,Barranquilla,Doloran Forte,Antiinflamatorio,Pfizer,Distribuidor,Carlos Pérez,7,10008.31,70058.17,70
2025-03-12,Barranquilla,Amoxicilina Sandoz,Vitaminas,Sandoz,Distribuidor,Jorge Ruiz,10,12972.93,129729.3,180
2025-03-12,Cali,Vitamina C MK,Antigripal,Genfar,Farmacia,Juan Méndez,8,18960.16,151681.28,498
2025-03-12,Bucaramanga,Acetaminofén MK,Analgésico,Genfar,Clínica,Jorge Ruiz,13,3454.3,44905.9,81
2025-03-12,Bucaramanga,Acetaminofén MK,Antibiótico,Pfizer,Distribuidor,David Torres,17,17872.77,303837.09,296
2025-03-12,Cartagena,Acetaminofén MK,Antibiótico,Sandoz,Hospital,Juan Méndez,3,9840.57,29521.71,147
2025-03-12,Manizales,Doloran Forte,Vitaminas,Genfar,Clínica,Juan Méndez,3,14385.8,43157.399999999994,485
2025-03-12,Medellín,Gripadol,Antibiótico,MK,Distribuidor,Laura López,11,12059.4,132653.4,425
2025-03-12,Cali,Omeprazol Genfar,Antiinflamatorio,MK,Hospital,Laura López,1,19292.41,19292.41,419
2025-03-12,Bucaramanga,Loratadina Pfizer,Antiinflamatorio,Genfar,Clínica,Jorge Ruiz,8,14339.66,114717.28,199
2025-03-12,Cali,Loratadina Pfizer,Antiinflamatorio,Genfar,Farmacia,Laura López,16,22983.43,367734.88,351
2025-03-12,Bogotá,Azitromicina MK,Antiinflamatorio,MK,Farmacia,Laura López,3,2027.5,6082.5,251
2025-03-12,Cali,Azitromicina MK,Antiinflamatorio,Genfar,Farmacia,David Torres,4,21477.79,85911.16,182
2025-03-12,Bucaramanga,Acetaminofén MK,Antiinflamatorio,Sandoz,Farmacia,Camila Castro,5,23705.35,118526.75,86
2025-03-12,Cali,Acetaminofén MK,Antiinflamatorio,Genfar,Hospital,Carlos Pérez,4,20328.53,81314.12,141
2025-03-12,Cartagena,Ibuprofeno Genfar,Antiinflamatorio,Pfizer,Distribuidor,Sofía Ríos,1,2319.35,2319.35,329
2025-03-12,Bogotá,Gripadol,Antibiótico,Pfizer,Distribuidor,Jorge Ruiz,0,5191.47,0.0,372
2025-03-12,Bucaramanga,Amoxicilina Sandoz,Vitaminas,MK,Distribuidor,Laura López,7,5444.04,38108.28,278
2025-03-12,Cartagena,Doloran Forte,Antiinflamatorio,MK,Farmacia,Jorge Ruiz,12,20333.61,244003.32,216
2025-03-12,Cartagena,Amoxicilina Sandoz,Vitaminas,Pfizer,Clínica,Ana Gómez,25,3136.73,78418.25,393
2025-03-12,Cartagena,Diclofenaco Pfizer,Antigripal,Sandoz,Clínica,Sofía Ríos,11,19695.27,216647.97,448
2025-03-12,Cali,Vitamina C MK,Antiinflamatorio,Pfizer,Distribuidor,Camila Castro,1,24806.98,24806.98,198
2025-03-12,Barranquilla,Doloran Forte,Antibiótico,Pfizer,Farmacia,Jorge Ruiz,20,4264.69,85293.79999999999,195
2025-03-12,Barranquilla,Doloran Forte,Vitaminas,Sandoz,Clínica,David Torres,8,13810.61,110484.88,405
2025-03-12,Barranquilla,Diclofenaco Pfizer,Antibiótico,Pfizer,Distribuidor,Laura López,16,6072.07,97153.12,367
2025-03-12,Cali,Gripadol,Vitaminas,Sandoz,Distribuidor,Laura López,7,19388.47,135719.29,315
2025-03-12,Cartagena,Acetaminofén MK,Antigripal,Pfizer,Clínica,Paula Díaz,14,13050.53,182707.42,241
2025-03-12,Cali,Omeprazol Genfar,Antigripal,Genfar,Clínica,Camila Castro,9,24280.9,218528.1,153
2025-03-12,Manizales,Acetaminofén MK,Antiinflamatorio,Genfar,Hospital,Carlos Pérez,7,7321.8,51252.6,103
2025-03-12,Manizales,Ibuprofeno Genfar,Antibiótico,Sandoz,Distribuidor,Luis Martínez,20,11999.36,239987.2,208
2025-03-12,Manizales,Loratadina Pfizer,Antiinflamatorio,Sandoz,Hospital,Laura López,4,4514.0,18056.0,156
2025-03-12,Cali,Acetaminofén MK,Antigripal,MK,Farmacia,David Torres,8,15224.91,121799.28,284
2025-03-12,Cartagena,Loratadina Pfizer,Antigripal,Sandoz,Clínica,David Torres,7,17115.21,119806.47,356
2025-03-12,Manizales,Diclofenaco Pfizer,Analgésico,MK,Farmacia,Paula Díaz,14,17795.51,249137.13999999998,349
2025-03-12,Cali,Ibuprofeno Genfar,Analgésico,Genfar,Hospital,Jorge Ruiz,7,19854.51,138981.56999999998,422
2025-03-12,Medellín,Doloran Forte,Vitaminas,Genfar,Clínica,Sofía Ríos,4,24216.81,96867.24,152
2025-03-12,Bogotá,Gripadol,Antigripal,Genfar,Hospital,David Torres,1,9384.59,9384.59,266
2025-03-12,Manizales,Diclofenaco Pfizer,Antigripal,Genfar,Farmacia,Sofía Ríos,13,16128.36,209668.68,465
2025-03-12,Manizales,Acetaminofén MK,Antigripal,Genfar,Farmacia,Sofía Ríos,9,22251.86,200266.74,451
2025-03-12,Barranquilla,Diclofenaco Pfizer,Antigripal,Pfizer,Distribuidor,Laura López,17,8961.23,152340.91,324
2025-03-12,Bogotá,Omeprazol Genfar,Antigripal,Pfizer,Hospital,Juan Méndez,11,20446.78,224914.58,360
2025-03-12,Manizales,Ibuprofeno Genfar,Analgésico,Sandoz,Hospital,Ana Gómez,17,14252.37,242290.29,302
2025-03-12,Barranquilla,Azitromicina MK,Antiinflamatorio,Pfizer,Distribuidor,Ana Gómez,4,11413.67,45654.68,158
2025-03-12,Barranquilla,Azitromicina MK,Antibiótico,Pfizer,Hospital,Paula Díaz,6,15368.92,92213.52,321
2025-03-12,Bogotá,Vitamina C MK,Analgésico,Genfar,Distribuidor,David Torres,2,23346.84,46693.68,151
2025-03-12,Manizales,Doloran Forte,Antigripal,Pfizer,Clínica,Laura López,16,7939.58,127033.28,233
2025-03-12,Medellín,Amoxicilina Sandoz,Analgésico,MK,Distribuidor,Luis Martínez,3,16309.38,48928.14,354
2025-03-12,Cartagena,Azitromicina MK,Antigripal,Sandoz,Hospital,Jorge Ruiz,7,2628.6,18400.2,109
2025-03-12,Bogotá,Doloran Forte,Analgésico,MK,Distribuidor,Juan Méndez,7,22542.23,157795.61,331
2025-03-12,Bucaramanga,Ibuprofeno Genfar,Analgésico,Genfar,Farmacia,Laura López,4,9381.3,37525.2,316
2025-03-12,Medellín,Diclofenaco Pfizer,Vitaminas,Sandoz,Distribuidor,David Torres,12,24064.43,288773.16000000003,189
2025-03-12,Medellín,Gripadol,Antigripal,MK,Distribuidor,Laura López,8,18679.34,149434.72,282
2025-03-12,Bucaramanga,Diclofenaco Pfizer,Analgésico,Pfizer,Farmacia,Juan Méndez,5,2195.2,10976.0,291
2025-03-12,Barranquilla,Diclofenaco Pfizer,Analgésico,Genfar,Farmacia,Laura López,7,12665.96,88661.72,91
2025-03-12,Bucaramanga,Ibuprofeno Genfar,Antigripal,MK,Hospital,Jorge Ruiz,5,23293.6,116468.0,375
2025-03-12,Bucaramanga,Azitromicina MK,Vitaminas,Pfizer,Distribuidor,Carlos Pérez,0,12126.42,0.0,351
2025-03-12,Cartagena,Gripadol,Antibiótico,Genfar,Clínica,Paula Díaz,18,24020.01,432360.18,56
2025-03-12,Cartagena,Loratadina Pfizer,Analgésico,MK,Farmacia,Laura López,14,14960.25,209443.5,315
2025-03-12,Cartagena,Acetaminofén MK,Antibiótico,Pfizer,Farmacia,Laura López,14,5678.38,79497.32,94
2025-03-12,Manizales,Loratadina Pfizer,Antigripal,MK,Clínica,Juan Méndez,3,23827.53,71482.59,496
2025-03-12,Cartagena,Vitamina C MK,Antiinflamatorio,MK,Distribuidor,Ana Gómez,6,23896.72,143380.32,480
2025-03-12,Bucaramanga,Loratadina Pfizer,Analgésico,MK,Hospital,Ana Gómez,8,18760.57,150084.56,216
2025-03-12,Manizales,Loratadina Pfizer,Vitaminas,Genfar,Distribuidor,David Torres,9,4889.91,44009.19,183
2025-03-12,Medellín,Doloran Forte,Antiinflamatorio,MK,Hospital,Laura López,11,22729.82,250028.02,286
2025-03-12,Barranquilla,Acetaminofén MK,Antiinflamatorio,MK,Distribuidor,Luis Martínez,5,8817.34,44086.7,352
2025-03-12,Bogotá,Ibuprofeno Genfar,Vitaminas,Pfizer,Distribuidor,David Torres,2,1808.63,3617.26,171
2025-03-12,Cali,Acetaminofén MK,Antigripal,Genfar,Distribuidor,David Torres,11,18540.68,203947.48,127
2025-03-12,Barranquilla,Omeprazol Genfar,Vitaminas,MK,Distribuidor,David Torres,4,5614.33,22457.32,51
2025-03-12,Medellín,Vitamina C MK,Antigripal,Genfar,Distribuidor,Jorge Ruiz,12,6395.0,76740.0,98
2025-03-12,Cali,Amoxicilina Sandoz,Vitaminas,Genfar,Clínica,Laura López,10,12072.55,120725.5,396
2025-03-12,Medellín,Amoxicilina Sandoz,Vitaminas,MK,Distribuidor,David Torres,11,6282.13,69103.43000000001,334
2025-03-12,Cartagena,Gripadol,Antigripal,MK,Clínica,Luis Martínez,13,7436.56,96675.28,286
2025-03-12,Barranquilla,Acetaminofén MK,Antibiótico,MK,Distribuidor,Paula Díaz,12,13583.42,163001.04,212
2025-03-12,Bogotá,Diclofenaco Pfizer,Vitaminas,Sandoz,Farmacia,Sofía Ríos,3,11352.07,34056.21,385
2025-03-12,Cali,Vitamina C MK,Antiinflamatorio,MK,Clínica,Camila Castro,7,9824.19,68769.33,301
2025-03-12,Cartagena,Amoxicilina Sandoz,Antibiótico,MK,Farmacia,David Torres,10,22878.18,228781.8,318
2025-03-12,Cartagena,Ibuprofeno Genfar,Vitaminas,Sandoz,Distribuidor,Luis Martínez,20,10200.39,204007.8,154
2025-03-12,Bogotá,Acetaminofén MK,Analgésico,Genfar,Clínica,Sofía Ríos,1,9119.5,9119.5,50
2025-03-12,Medellín,Diclofenaco Pfizer,Antigripal,Genfar,Hospital,Carlos Pérez,12,4552.48,54629.759999999995,51
2025-03-12,Bucaramanga,Gripadol,Antiinflamatorio,Genfar,Distribuidor,Carlos Pérez,5,16778.98,83894.9,349
2025-03-12,Barranquilla,Doloran Forte,Analgésico,Sandoz,Hospital,Ana Gómez,3,21297.12,63891.36,152
2025-03-12,Manizales,Acetaminofén MK,Vitaminas,Pfizer,Distribuidor,Camila Castro,9,5800.45,52204.049999999996,160
2025-03-12,Cali,Azitromicina MK,Antibiótico,Pfizer,Hospital,Carlos Pérez,12,18603.9,223246.80000000002,239
2025-03-12,Bucaramanga,Acetaminofén MK,Vitaminas,Sandoz,Distribuidor,Laura López,21,8801.37,184828.77000000002,499
2025-03-12,Bucaramanga,Acetaminofén MK,Antigripal,Genfar,Clínica,Ana Gómez,15,22342.95,335144.25,239
2025-03-12,Cartagena,Diclofenaco Pfizer,Antibiótico,Sandoz,Clínica,Juan Méndez,17,2222.69,37785.73,281
2025-03-12,Bucaramanga,Vitamina C MK,Antibiótico,Sandoz,Farmacia,Ana Gómez,6,11907.17,71443.02,140
2025-03-12,Bogotá,Ibuprofeno Genfar,Analgésico,Genfar,Hospital,Juan Méndez,20,21917.59,438351.8,214
2025-03-12,Bucaramanga,Gripadol,Antibiótico,Genfar,Farmacia,Carlos Pérez,13,8145.37,105889.81,457
2025-03-12,Bogotá,Azitromicina MK,Antibiótico,Genfar,Clínica,Luis Martínez,0,15134.58,0.0,365
2025-03-12,Bucaramanga,Gripadol,Antiinflamatorio,MK,Distribuidor,Luis Martínez,0,19137.1,0.0,364
2025-03-12,Cartagena,Gripadol,Antibiótico,Sandoz,Hospital,Carlos Pérez,5,12326.46,61632.299999999996,392
2025-03-12,Barranquilla,Vitamina C MK,Antiinflamatorio,Genfar,Clínica,Carlos Pérez,6,15856.59,95139.54000000001,281
2025-03-12,Medellín,Amoxicilina Sandoz,Antibiótico,MK,Distribuidor,David Torres,1,18578.77,18578.77,105
2025-03-12,Medellín,Amoxicilina Sandoz,Antiinflamatorio,MK,Clínica,Luis Martínez,13,22582.57,293573.41,433
2025-03-12,Cali,Doloran Forte,Analgésico,MK,Farmacia,David Torres,10,17265.16,172651.6,263
2025-03-12,Barranquilla,Vitamina C MK,Antigripal,Genfar,Distribuidor,Ana Gómez,2,17014.42,34028.84,50
2025-03-12,Bucaramanga,Loratadina Pfizer,Analgésico,Pfizer,Distribuidor,Ana Gómez,15,4494.91,67423.65,424
2025-03-12,Cartagena,Acetaminofén MK,Antiinflamatorio,Pfizer,Hospital,Juan Méndez,6,4123.23,24739.379999999997,304
2025-03-13,Medellín,Ibuprofeno Genfar,Antigripal,MK,Distribuidor,Camila Castro,1,5423.42,5423.42,390
2025-03-13,Bogotá,Vitamina C MK,Antibiótico,Pfizer,Distribuidor,Camila Castro,3,3699.26,11097.78,214
2025-03-13,Cartagena,Vitamina C MK,Antiinflamatorio,Sandoz,Clínica,Laura López,11,3960.57,43566.270000000004,429
2025-03-13,Cartagena,Azitromicina MK,Vitaminas,MK,Farmacia,Carlos Pérez,2,17003.06,34006.12,58
2025-03-13,Cali,Ibuprofeno Genfar,Analgésico,Pfizer,Hospital,Ana Gómez,9,17569.84,158128.56,339
2025-03-13,Bucaramanga,Diclofenaco Pfizer,Antigripal,Pfizer,Farmacia,David Torres,6,16284.16,97704.95999999999,230
2025-03-13,Cali,Gripadol,Analgésico,Sandoz,Farmacia,Sofía Ríos,22,24395.4,536698.8,305
2025-03-13,Cartagena,Amoxicilina Sandoz,Vitaminas,MK,Clínica,Laura López,3,24003.7,72011.1,55
2025-03-13,Manizales,Diclofenaco Pfizer,Vitaminas,Genfar,Hospital,Jorge Ruiz,8,22375.57,179004.56,428
2025-03-13,Cartagena,Diclofenaco Pfizer,Vitaminas,Pfizer,Farmacia,Laura López,8,18822.42,150579.36,362
2025-03-13,Cali,Loratadina Pfizer,Antiinflamatorio,Genfar,Hospital,Luis Martínez,17,11099.25,188687.25,226
2025-03-13,Bogotá,Azitromicina MK,Antibiótico,Genfar,Hospital,Camila Castro,7,20237.12,141659.84,298
2025-03-13,Bucaramanga,Doloran Forte,Vitaminas,Pfizer,Distribuidor,Laura López,3,3971.92,11915.76,362
2025-03-13,Barranquilla,Omeprazol Genfar,Analgésico,MK,Hospital,Juan Méndez,4,12630.05,50520.2,293
2025-03-13,Medellín,Azitromicina MK,Antibiótico,MK,Farmacia,Jorge Ruiz,18,19407.9,349342.2,451
2025-03-13,Bucaramanga,Doloran Forte,Vitaminas,Sandoz,Distribuidor,David Torres,2,15677.13,31354.26,375
2025-03-13,Barranquilla,Acetaminofén MK,Analgésico,Pfizer,Clínica,Luis Martínez,14,2690.17,37662.380000000005,201
2025-03-13,Bucaramanga,Acetaminofén MK,Vitaminas,MK,Distribuidor,Laura López,3,4627.54,13882.619999999999,368
2025-03-13,Bogotá,Azitromicina MK,Vitaminas,Sandoz,Hospital,David Torres,5,19474.26,97371.29999999999,141
2025-03-13,Barranquilla,Gripadol,Antiinflamatorio,Genfar,Clínica,Luis Martínez,3,21971.6,65914.79999999999,69
2025-03-13,Bucaramanga,Ibuprofeno Genfar,Antiinflamatorio,Sandoz,Clínica,Paula Díaz,10,8916.92,89169.2,101
2025-03-13,Cali,Doloran Forte,Antiinflamatorio,Pfizer,Clínica,Jorge Ruiz,11,19115.28,210268.08,403
2025-03-13,Bucaramanga,Amoxicilina Sandoz,Antibiótico,Sandoz,Farmacia,Ana Gómez,3,21703.04,65109.12,277
2025-03-13,Manizales,Loratadina Pfizer,Analgésico,MK,Hospital,Juan Méndez,3,20815.06,62445.18000000001,274
2025-03-13,Cali,Doloran Forte,Antiinflamatorio,Sandoz,Farmacia,Camila Castro,2,20618.34,41236.68,347
2025-03-13,Manizales,Vitamina C MK,Analgésico,Pfizer,Clínica,Paula Díaz,21,18246.6,383178.6,191
2025-03-13,Medellín,Gripadol,Analgésico,Sandoz,Distribuidor,Laura López,9,9369.59,84326.31,147
2025-03-13,Barranquilla,Azitromicina MK,Antibiótico,Genfar,Distribuidor,Sofía Ríos,4,4245.09,16980.36,280
2025-03-13,Cartagena,Doloran Forte,Vitaminas,Sandoz,Hospital,David Torres,8,8030.52,64244.16,68
2025-03-13,Cali,Loratadina Pfizer,Antiinflamatorio,Sandoz,Clínica,Ana Gómez,1,14373.03,14373.03,483
2025-03-13,Bucaramanga,Acetaminofén MK,Antiinflamatorio,Pfizer,Farmacia,Jorge Ruiz,4,14349.85,57399.4,288
2025-03-13,Cali,Doloran Forte,Antiinflamatorio,Pfizer,Clínica,Carlos Pérez,3,17253.83,51761.490000000005,155
2025-03-13,Manizales,Vitamina C MK,Antigripal,Sandoz,Farmacia,Ana Gómez,3,12920.29,38760.87,123
2025-03-13,Bogotá,Omeprazol Genfar,Antibiótico,MK,Clínica,Jorge Ruiz,4,8785.61,35142.44,156
2025-03-13,Barranquilla,Diclofenaco Pfizer,Antigripal,Sandoz,Distribuidor,Carlos Pérez,17,7289.73,123925.40999999999,295
2025-03-13,Cali,Acetaminofén MK,Vitaminas,Pfizer,Farmacia,Sofía Ríos,13,21220.56,275867.28,304
2025-03-13,Cartagena,Doloran Forte,Antibiótico,Pfizer,Farmacia,Ana Gómez,5,23755.24,118776.20000000001,261
2025-03-13,Manizales,Ibuprofeno Genfar,Vitaminas,Genfar,Clínica,Luis Martínez,4,2176.11,8704.44,56
2025-03-13,Bogotá,Gripadol,Analgésico,MK,Hospital,David Torres,6,21529.26,129175.56,70
2025-03-13,Bogotá,Amoxicilina Sandoz,Vitaminas,Pfizer,Distribuidor,Paula Díaz,5,4992.98,24964.899999999998,179
2025-03-13,Bogotá,Doloran Forte,Vitaminas,Pfizer,Farmacia,Camila Castro,6,7252.73,43516.38,103
2025-03-13,Bogotá,Omeprazol Genfar,Vitaminas,MK,Hospital,Juan Méndez,2,9228.22,18456.44,283
2025-03-13,Bogotá,Vitamina C MK,Antibiótico,MK,Distribuidor,Laura López,20,23878.44,477568.8,224
2025-03-13,Cartagena,Acetaminofén MK,Analgésico,Sandoz,Distribuidor,Laura López,3,8909.67,26729.010000000002,194
2025-03-13,Barranquilla,Doloran Forte,Vitaminas,Pfizer,Hospital,Luis Martínez,19,12102.58,229949.02,362
2025-03-13,Manizales,Azitromicina MK,Antibiótico,Pfizer,Hospital,Luis Martínez,14,23470.07,328580.98,475
2025-03-13,Cartagena,Ibuprofeno Genfar,Antibiótico,MK,Clínica,Paula Díaz,10,2392.09,23920.9,191
2025-03-13,Cartagena,Omeprazol Genfar,Vitaminas,Genfar,Farmacia,Jorge Ruiz,4,7716.13,30864.52,103
2025-03-13,Bucaramanga,Doloran Forte,Analgésico,MK,Distribuidor,Ana Gómez,2,5062.81,10125.62,76
2025-03-13,Medellín,Azitromicina MK,Analgésico,Genfar,Clínica,Paula Díaz,5,2229.23,11146.15,196
2025-03-13,Medellín,Acetaminofén MK,Antiinflamatorio,Pfizer,Distribuidor,Juan Méndez,5,2284.58,11422.9,281
2025-03-13,Manizales,Vitamina C MK,Antigripal,Genfar,Hospital,Sofía Ríos,8,22375.86,179006.88,264
2025-03-13,Medellín,Omeprazol Genfar,Vitaminas,Pfizer,Hospital,Luis Martínez,3,18340.25,55020.75,384
2025-03-13,Medellín,Vitamina C MK,Analgésico,Pfizer,Farmacia,Laura López,9,10225.22,92026.98,91
2025-03-13,Manizales,Vitamina C MK,Vitaminas,MK,Hospital,David Torres,7,5233.38,36633.66,58
2025-03-13,Manizales,Vitamina C MK,Vitaminas,Pfizer,Hospital,Laura López,5,13114.54,65572.70000000001,279
2025-03-13,Cali,Vitamina C MK,Antigripal,Sandoz,Clínica,Carlos Pérez,1,22946.79,22946.79,87
2025-03-13,Barranquilla,Acetaminofén MK,Analgésico,Pfizer,Distribuidor,David Torres,3,5268.32,15804.96,69
2025-03-13,Medellín,Doloran Forte,Antigripal,MK,Clínica,Paula Díaz,3,16460.78,49382.34,350
2025-03-13,Barranquilla,Ibuprofeno Genfar,Vitaminas,Sandoz,Farmacia,Sofía Ríos,2,19394.06,38788.12,391
2025-03-13,Barranquilla,Amoxicilina Sandoz,Antibiótico,MK,Hospital,Carlos Pérez,7,8102.27,56715.89,249
2025-03-13,Medellín,Gripadol,Vitaminas,Sandoz,Farmacia,Paula Díaz,3,2907.76,8723.28,155
2025-03-13,Bucaramanga,Gripadol,Antibiótico,Genfar,Clínica,Sofía Ríos,8,5185.52,41484.16,76
2025-03-13,Cali,Amoxicilina Sandoz,Vitaminas,Sandoz,Hospital,Paula Díaz,2,23033.4,46066.8,309
2025-03-13,Cali,Ibuprofeno Genfar,Vitaminas,Genfar,Distribuidor,Jorge Ruiz,9,23706.11,213354.99,349
2025-03-13,Bogotá,Omeprazol Genfar,Vitaminas,MK,Distribuidor,Paula Díaz,1,11107.07,11107.07,364
2025-03-13,Bucaramanga,Gripadol,Antigripal,Sandoz,Farmacia,Ana Gómez,1,18771.4,18771.4,487
2025-03-13,Cartagena,Omeprazol Genfar,Vitaminas,Sandoz,Distribuidor,Laura López,11,5935.39,65289.29,448
2025-03-13,Medellín,Doloran Forte,Antibiótico,Pfizer,Distribuidor,Jorge Ruiz,6,4034.81,24208.86,366
2025-03-13,Cartagena,Vitamina C MK,Antigripal,Sandoz,Distribuidor,Ana Gómez,3,5482.46,16447.38,157
2025-03-13,Cali,Ibuprofeno Genfar,Antiinflamatorio,Pfizer,Distribuidor,Juan Méndez,11,19621.95,215841.45,139
2025-03-13,Manizales,Loratadina Pfizer,Antigripal,Genfar,Hospital,Luis Martínez,0,21304.99,0.0,462
2025-03-13,Medellín,Doloran Forte,Antigripal,Pfizer,Farmacia,Camila Castro,8,23337.35,186698.8,330
2025-03-13,Bogotá,Vitamina C MK,Antigripal,Sandoz,Clínica,Laura López,6,9328.24,55969.44,299
2025-03-13,Medellín,Doloran Forte,Antibiótico,Sandoz,Clínica,Carlos Pérez,2,17352.96,34705.92,441
2025-03-13,Barranquilla,Acetaminofén MK,Analgésico,Sandoz,Clínica,Luis Martínez,6,3116.11,18696.66,401
2025-03-13,Cali,Amoxicilina Sandoz,Antibiótico,MK,Farmacia,David Torres,9,10986.67,98880.03,443
2025-03-13,Cartagena,Acetaminofén MK,Vitaminas,MK,Distribuidor,Sofía Ríos,1,2022.19,2022.19,424
2025-03-13,Manizales,Loratadina Pfizer,Antiinflamatorio,Pfizer,Clínica,Sofía Ríos,7,2332.35,16326.449999999999,123
2025-03-13,Barranquilla,Diclofenaco Pfizer,Analgésico,Sandoz,Farmacia,Carlos Pérez,18,13322.11,239797.98,491
2025-03-13,Cartagena,Gripadol,Antiinflamatorio,Genfar,Distribuidor,Ana Gómez,17,12824.44,218015.48,107
2025-03-13,Cartagena,Omeprazol Genfar,Analgésico,MK,Distribuidor,Paula Díaz,6,23902.0,143412.0,442
2025-03-13,Barranquilla,Acetaminofén MK,Analgésico,Pfizer,Farmacia,Luis Martínez,6,4918.84,29513.04,230
2025-03-13,Manizales,Amoxicilina Sandoz,Vitaminas,Genfar,Farmacia,Carlos Pérez,16,11084.78,177356.48,338
2025-03-13,Manizales,Loratadina Pfizer,Analgésico,MK,Clínica,Ana Gómez,9,18783.25,169049.25,155
2025-03-13,Cartagena,Diclofenaco Pfizer,Antigripal,Sandoz,Clínica,Ana Gómez,20,3510.23,70204.6,352
2025-03-13,Bogotá,Doloran Forte,Analgésico,Sandoz,Distribuidor,Juan Méndez,12,22699.5,272394.0,113
2025-03-13,Bucaramanga,Loratadina Pfizer,Antibiótico,Sandoz,Clínica,Laura López,8,10861.49,86891.92,429
2025-03-13,Barranquilla,Doloran Forte,Analgésico,Genfar,Hospital,Paula Díaz,2,6698.88,13397.76,57
2025-03-13,Bogotá,Gripadol,Antigripal,Genfar,Farmacia,Laura López,3,5033.55,15100.650000000001,423
